ncbi,id
Ocbimv22016884m,ML_domain_Niemann-Pick_disease_type_C2
Ocbimv22032776m,Neural_proliferation_differentiation_control-1_protein_(NPDC1)_neural_proliferation_differentiation_and_control_1
Ocbimv22019476m,Cytosol_aminopeptidase_family_catalytic_domain_aminopeptidase-like_1
Ocbimv22022810m,Cytosol_aminopeptidase_family_catalytic_domain_aminopeptidase-like_1
Ocbimv22034439m,Peptidase_family_M1|Domain_of_unknown_function_(DUF3358)_aminopeptidase_puromycin_sensitive
Ocbimv22037595m,Peptidase_family_M1||Domain_of_unknown_function_(DUF3358)_aminopeptidase_puromycin_sensitive
Ocbimv22031983m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22009966m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22006542m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)|Serpentine_type_7TM_GPCR_chemoreceptor_Srv_neuropeptide_FF_receptor_2
Ocbimv22009806m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22030830m,Serpentine_type_7TM_GPCR_chemoreceptor_Srx|Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22011999m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22011405m,7_transmembrane_receptor_(rhodopsin_family)|Serpentine_type_7TM_GPCR_chemoreceptor_Srv_neuropeptide_FF_receptor_2
Ocbimv22011404m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)|Serpentine_type_7TM_GPCR_chemoreceptor_Srv_neuropeptide_FF_receptor_2
Ocbimv22011401m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22011400m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22011403m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22016528m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22012294m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)|Serpentine_type_7TM_GPCR_chemoreceptor_Srv_neuropeptide_FF_receptor_2
Ocbimv22026028m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22024001m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22014555m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22036037m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22033247m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22014186m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22020457m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22027923m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22001825m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_FF_receptor_2
Ocbimv22031652m,Variant_SH3_domain|SH3_domain|_nephronophthisis_1_(juvenile)
Ocbimv22003375m,nephronophthisis_4
Ocbimv22031436m,Dihydrodipicolinate_synthetase_family_N-acetylneuraminate_pyruvate_lyase_(dihydrodipicolinate_synthase)
Ocbimv22022414m,NPL4_family_putative_zinc_binding_region|NPL4_family_nuclear_protein_localization_4_homolog_(S._cerevisiae)
Ocbimv22002245m,Protein_tyrosine_kinase|Protein_kinase_domain|Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_A/guanylate_cyclase_A_(atrionatriuretic_peptide_receptor_A)
Ocbimv22035990m,Receptor_family_ligand_binding_region|Protein_tyrosine_kinase|Protein_kinase_domain|Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_A/guanylate_cyclase_A_(atrionatriuretic_peptide_receptor_A)
Ocbimv22017664m,Receptor_family_ligand_binding_region|Protein_tyrosine_kinase|Protein_kinase_domain|Heme_NO_binding_associated_natriuretic_peptide_receptor_A/guanylate_cyclase_A_(atrionatriuretic_peptide_receptor_A)
Ocbimv22017665m,natriuretic_peptide_receptor_A/guanylate_cyclase_A_(atrionatriuretic_peptide_receptor_A)
Ocbimv22013658m,Protein_tyrosine_kinase|Protein_kinase_domain_natriuretic_peptide_receptor_A/guanylate_cyclase_A_(atrionatriuretic_peptide_receptor_A)
Ocbimv22030360m,Protein_tyrosine_kinase|Protein_kinase_domain|Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_A/guanylate_cyclase_A_(atrionatriuretic_peptide_receptor_A)
Ocbimv22032120m,Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_A/guanylate_cyclase_A_(atrionatriuretic_peptide_receptor_A)
Ocbimv22003303m,Protein_tyrosine_kinase|Protein_kinase_domain|Heme_NO_binding_associated|Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_A/guanylate_cyclase_A_(atrionatriuretic_peptide_receptor_A)
Ocbimv22022763m,Protein_kinase_domain|Protein_tyrosine_kinase|Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_A/guanylate_cyclase_A_(atrionatriuretic_peptide_receptor_A)
Ocbimv22002244m,Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_B/guanylate_cyclase_B_(atrionatriuretic_peptide_receptor_B)
Ocbimv22030361m,Receptor_family_ligand_binding_region|Protein_kinase_domain|Protein_tyrosine_kinase|Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_B/guanylate_cyclase_B_(atrionatriuretic_peptide_receptor_B)
Ocbimv22039064m,Protein_kinase_domain|Protein_tyrosine_kinase|Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_B/guanylate_cyclase_B_(atrionatriuretic_peptide_receptor_B)
Ocbimv22001370m,Protein_tyrosine_kinase|Protein_kinase_domain|Adenylate_and_Guanylate_cyclase_catalytic_domain_natriuretic_peptide_receptor_B/guanylate_cyclase_B_(atrionatriuretic_peptide_receptor_B)
Ocbimv22037020m,Receptor_family_ligand_binding_region_natriuretic_peptide_receptor_C/guanylate_cyclase_C_(atrionatriuretic_peptide_receptor_C)
Ocbimv22002239m,Receptor_family_ligand_binding_region_natriuretic_peptide_receptor_C/guanylate_cyclase_C_(atrionatriuretic_peptide_receptor_C)
Ocbimv22002479m,Receptor_family_ligand_binding_region_natriuretic_peptide_receptor_C/guanylate_cyclase_C_(atrionatriuretic_peptide_receptor_C)
Ocbimv22017486m,Receptor_family_ligand_binding_region_natriuretic_peptide_receptor_C/guanylate_cyclase_C_(atrionatriuretic_peptide_receptor_C)
Ocbimv22038234m,Receptor_family_ligand_binding_region_natriuretic_peptide_receptor_C/guanylate_cyclase_C_(atrionatriuretic_peptide_receptor_C)
Ocbimv22032300m,Receptor_family_ligand_binding_region_natriuretic_peptide_receptor_C/guanylate_cyclase_C_(atrionatriuretic_peptide_receptor_C)
Ocbimv22029288m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_S_receptor_1
Ocbimv22029287m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_S_receptor_1
Ocbimv22032907m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_S_receptor_1
Ocbimv22034455m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_S_receptor_1
Ocbimv22020152m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_S_receptor_1
Ocbimv22004072m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_S_receptor_1
Ocbimv22015078m,Immunoglobulin_I-set_domain|Immunoglobulin_V-set_domain|||Immunoglobulin_domain||Immunoglobulin_I-set_domain||Immunoglobulin_domain_neuroplastin
Ocbimv22039649m,7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_Y_receptor_Y1
Ocbimv22032888m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_Y_receptor_Y2
Ocbimv22015499m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|Serpentine_type_7TM_GPCR_chemoreceptor_Srw|7_transmembrane_receptor_(rhodopsin_family)|Serpentine_type_7TM_GPCR_chemoreceptor_Srv_neuropeptide_Y_receptor_Y2
Ocbimv22010438m,Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_Y_receptor_Y2
Ocbimv22017484m,Serpentine_type_7TM_GPCR_chemoreceptor_Srx|Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|7_transmembrane_receptor_(rhodopsin_family)_neuropeptide_Y_receptor_Y2
Ocbimv22036877m,Flavodoxin-like_fold|NADPH-dependent_FMN_reductase_NAD(P)H_dehydrogenase_quinone_2
Ocbimv22037319m,Zinc_finger_C4_type_(two_domains)|Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_1_group_D_member_1
Ocbimv22015876m,Zinc_finger_C4_type_(two_domains)|Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_1_group_H_member_3
Ocbimv22026489m,Zinc_finger_C4_type_(two_domains)|Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_1_group_H_member_3
Ocbimv22010590m,Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_2_group_C_member_2
Ocbimv22007808m,F5/8_type_C_domain_nuclear_receptor_2C2-associated_protein
Ocbimv22005486m,Zinc_finger_C4_type_(two_domains)_nuclear_receptor_subfamily_2_group_E_member_1
Ocbimv22038770m,Zinc_finger_C4_type_(two_domains)_nuclear_receptor_subfamily_2_group_E_member_1
Ocbimv22027023m,Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_2_group_E_member_1
Ocbimv22022604m,Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_2_group_E_member_3
Ocbimv22028879m,Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_2_group_E_member_3
Ocbimv22038771m,Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_2_group_E_member_3
Ocbimv22005060m,Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_2_group_E_member_3
Ocbimv22029145m,Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_2_group_F_member_1
Ocbimv22015624m,Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_2_group_F_member_1
Ocbimv22005263m,Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_4_group_A_member_2
Ocbimv22018322m,Zinc_finger_C4_type_(two_domains)|Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_5_group_A_member_2
Ocbimv22038687m,Zinc_finger_C4_type_(two_domains)|Ligand-binding_domain_of_nuclear_hormone_receptor_nuclear_receptor_subfamily_5_group_A_member_2
Ocbimv22007283m,Ankyrin_repeat|||Ankyrin_repeat_NOTCH-regulated_ankyrin_repeat_protein
Ocbimv22019558m,Ras_family|Miro-like_protein|ADP-ribosylation_factor_family|Elongation_factor_Tu_GTP_binding_domain_neuroblastoma_RAS_viral_(v-ras)_oncogene_homolog
Ocbimv22031958m,Protein_kinase_domain|Protein_tyrosine_kinase_nuclear_receptor_binding_protein_1
Ocbimv22008684m,Immunoglobulin_V-set_domain|Immunoglobulin_I-set_domain|||Immunoglobulin_I-set_domain|Immunoglobulin_V-set_domain|||Fibronectin_type_III_domain|Fibronectin_type_III_domain|_neuronal_cell_adhesion_molecule
Ocbimv22009878m,Insulinase_(Peptidase_family_M16)|Peptidase_M16_inactive_domain|Peptidase_M16_inactive_domain_nardilysin_(N-arginine_dibasic_convertase)
Ocbimv22025048m,NLS-binding_and_DNA-binding_and_dimerisation_domains_of_Nrf1_nuclear_respiratory_factor_1
Ocbimv22035930m,bZIP_Maf_transcription_factor_neural_retina_leucine_zipper
Ocbimv22010781m,neurensin_1
Ocbimv22003484m,Syndecan_domain_neurexin_1
Ocbimv22003488m,Laminin_G_domain|Laminin_G_domain_neurexin_1
Ocbimv22003487m,Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain_neurexin_1
Ocbimv22024174m,Laminin_G_domain|Laminin_G_domain||||_neurexin_1
Ocbimv22007190m,Laminin_G_domain|Laminin_G_domain_neurexin_1
Ocbimv22016482m,Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain|Laminin_G_domain_neurexin_1
Ocbimv22003489m,Laminin_G_domain|Laminin_G_domain|EGF-like_domain_neurexin_2
Ocbimv22036500m,AAA_domain_(Cdc48_subfamily)|ATPase_family_associated_with_various_cellular_activities_(AAA)|ATPase_family_associated_with_various_cellular_activities_(AAA)_N-ethylmaleimide-sensitive_factor
Ocbimv22038718m,SEP_domain|UBX_domain_NSFL1_(p97)_cofactor_(p47)
Ocbimv22035614m,NSFL1_(p97)_cofactor_(p47)
Ocbimv22002445m,Beige/BEACH_domain|WD_domain_G-beta_repeat|WD_domain_G-beta_repeat|WD_domain_G-beta_repeat_neutral_sphingomyelinase_(N-SMase)_activation_associated_factor
Ocbimv22007839m,Nse1_non-SMC_component_of_SMC5-6_complex|RING-like_domain_non-SMC_element_1_homolog_(S._cerevisiae)
Ocbimv22038008m,Zinc-finger_of_the_MIZ_type_in_Nse_subunit_non-SMC_element_2_MMS21_homolog_(S._cerevisiae)
Ocbimv22038694m,Nse4_non-SMC_element_4_homolog_A_(S._cerevisiae)
Ocbimv22021059m,NOL1/NOP2/sun_family_NOP2/Sun_RNA_methyltransferase_family_member_2
Ocbimv22009274m,NOL1/NOP2/sun_family_NOP2/Sun_domain_family_member_4
Ocbimv22019207m,
Ocbimv22007008m,NOL1/NOP2/sun_family_NOP2/Sun_domain_family_member_6
Ocbimv22021193m,NOP2/Sun_domain_family_member_7
Ocbimv22037100m,5'_nucleotidase_deoxy_(Pyrimidine)_cytosolic_type_C_protein_(NT5C)_5'_3'-nucleotidase_cytosolic
Ocbimv22008229m,5'_nucleotidase_family_5'-nucleotidase_cytosolic_II
Ocbimv22022145m,5'_nucleotidase_family_5'-nucleotidase_cytosolic_II
Ocbimv22000328m,5'_nucleotidase_family_5'-nucleotidase_cytosolic_II
Ocbimv22022744m,Pyrimidine_5'-nucleotidase_(UMPH-1)_5'-nucleotidase_cytosolic_III
Ocbimv22012844m,5'_nucleotidase_family_5'-nucleotidase_domain_containing_2
Ocbimv22016978m,Calcineurin-like_phosphoesterase|5'-nucleotidase_C-terminal_domain_5'-nucleotidase_ecto_(CD73)
Ocbimv22026483m,5'-nucleotidase_C-terminal_domain_5'-nucleotidase_ecto_(CD73)
Ocbimv22000640m,N-terminal_asparagine_amidase
Ocbimv22007093m,HhH-GPD_superfamily_base_excision_DNA_repair_protein|Helix-hairpin-helix_motif_nth_endonuclease_III-like_1_(E._coli)
Ocbimv22023309m,Laminin_N-terminal_(Domain_VI)|Laminin_EGF-like_(Domains_III_and_V)_netrin_1
Ocbimv22035917m,Protein_tyrosine_kinase|Protein_kinase_domain_neurotrophic_tyrosine_kinase_receptor_type_2
Ocbimv22028718m,7_transmembrane_receptor_(rhodopsin_family)_neurotensin_receptor_1_(high_affinity)
Ocbimv22001444m,Protein_kinase_domain|Protein_tyrosine_kinase_NUAK_family_SNF1-like_kinase_1
Ocbimv22005356m,Protein_kinase_domain|Protein_tyrosine_kinase|Lipopolysaccharide_kinase_(Kdo/WaaP)_family_NUAK_family_SNF1-like_kinase_1
Ocbimv22008003m,Ubiquitin_family_negative_regulator_of_ubiquitin-like_proteins_1
Ocbimv22008001m,UBA/TS-N_domain|UBA/TS-N_domain_negative_regulator_of_ubiquitin-like_proteins_1
Ocbimv22001321m,Anion-transporting_ATPase|ATPase_MipZ|CobQ/CobB/MinD/ParA_nucleotide_binding_domain|ParA/MinD_ATPase_like_nucleotide_binding_protein_1
Ocbimv22030890m,ATPase_MipZ||CobQ/CobB/MinD/ParA_nucleotide_binding_domain|ParA/MinD_ATPase_like_nucleotide_binding_protein_2
Ocbimv22006745m,ATPase_MipZ||CobQ/CobB/MinD/ParA_nucleotide_binding_domain|4Fe-4S_iron_sulfur_cluster_binding_proteins_NifH/frxC_family|ParA/MinD_ATPase_like_nucleotide_binding_protein-like
Ocbimv22008508m,nucleobindin_2
Ocbimv22038833m,CS_domain_nuclear_distribution_C_homolog_(A._nidulans)
Ocbimv22007213m,CS_domain_NudC_domain_containing_1
Ocbimv22002001m,CS_domain_NudC_domain_containing_2
Ocbimv22019752m,CS_domain_NudC_domain_containing_3
Ocbimv22019141m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_1
Ocbimv22030684m,NADH_pyrophosphatase_zinc_ribbon_domain|NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_12
Ocbimv22009953m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_14
Ocbimv22011171m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_16
Ocbimv22014962m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_17
Ocbimv22013451m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_18
Ocbimv22034516m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_19
Ocbimv22022339m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_2
Ocbimv22031391m,nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_21
Ocbimv22010391m,nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_21
Ocbimv22024463m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_22
Ocbimv22011022m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_5
Ocbimv22012875m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_6
Ocbimv22025360m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_8
Ocbimv22029238m,NUDIX_domain_nudix_(nucleoside_diphosphate_linked_moiety_X)-type_motif_9
Ocbimv22014054m,Nuclear_fragile_X_mental_retardation-interacting_protein_1_(NUFIP1)_nuclear_fragile_X_mental_retardation_protein_interacting_protein_1
Ocbimv22005667m,nuclear_mitotic_apparatus_protein_1
Ocbimv22023083m,Nuclear_pore_protein_84_/_107_nucleoporin_107kDa
Ocbimv22002592m,Nup133_N_terminal_like_nucleoporin_133kDa
Ocbimv22018319m,Non-repetitive/WGA-negative_nucleoporin_C-terminal_nucleoporin_133kDa
Ocbimv22009665m,Nucleoporin_Nup153-like|Zn-finger_in_Ran_binding_protein_and_others|Zn-finger_in_Ran_binding_protein_and_others|Zn-finger_in_Ran_binding_protein_and_others|Zn-finger_in_Ran_binding_protein_and_others|Zn-finger_in_Ran_binding_protein_and_others_nucleoporin
Ocbimv22028650m,Nup133_N_terminal_like|Non-repetitive/WGA-negative_nucleoporin_C-terminal_nucleoporin_155kDa
Ocbimv22034394m,nucleoporin_160kDa
Ocbimv22034395m,Nucleoporin_Nup120/160_nucleoporin_160kDa
Ocbimv22009084m,Nucleoporin_subcomplex_protein_binding_to_Pom34_nucleoporin_188kDa
Ocbimv22010148m,Protein_of_unknown_function_(DUF3414)_nucleoporin_205kDa
Ocbimv22008982m,nucleoporin_210kDa
Ocbimv22032442m,nucleoporin_210kDa
Ocbimv22032375m,nucleoporin_214kDa
Ocbimv22010844m,MPPN_(rrm-like)_domain|_nucleoporin_35kDa
Ocbimv22003665m,WD_domain_G-beta_repeat|WD_domain_G-beta_repeat_nucleoporin_37kDa
Ocbimv22007718m,WD_domain_G-beta_repeat|WD_domain_G-beta_repeat_nucleoporin_43kDa
Ocbimv22031634m,NUP50_(Nucleoporin_50_kDa)|RanBP1_domain_nucleoporin_50kDa
Ocbimv22031232m,nucleoporin_54kDa
Ocbimv22000083m,Nsp1-like_C-terminal_region_nucleoporin_62kDa
Ocbimv22000084m,nucleoporin_62kDa
Ocbimv22013603m,Nup85_Nucleoporin_nucleoporin_85kDa
Ocbimv22032262m,Nuclear_pore_component_nucleoporin_88kDa
Ocbimv22025677m,Nup93/Nic96_nucleoporin_93kDa
Ocbimv22002172m,Nucleoporin_autopeptidase|Nuclear_protein_96_nucleoporin_98kDa
Ocbimv22028399m,nucleoporin_like_1
Ocbimv22010430m,Zinc_finger_C-x8-C-x5-C-x3-H_type_(and_similar)_nucleoporin_like_2
Ocbimv22039446m,nucleolar_and_spindle_associated_protein_1
Ocbimv22018093m,Nuclear_transport_factor_2_(NTF2)_domain_nuclear_transport_factor_2
Ocbimv22005631m,nuclear_VCP-like
Ocbimv22005630m,ATPase_family_associated_with_various_cellular_activities_(AAA)|Holliday_junction_DNA_helicase_ruvB_N-terminus|ATPase_family_associated_with_various_cellular_activities_(AAA)|AAA_domain_(Cdc48_subfamily)_nuclear_VCP-like
Ocbimv22012817m,Archaeal_ATPase||NACHT_domain_NACHT_and_WD_repeat_domain_containing_1
Ocbimv22028921m,nuclear_RNA_export_factor_1
Ocbimv22028920m,Tap_RNA-binding_nuclear_RNA_export_factor_1
Ocbimv22028924m,TAP_C-terminal_domain_nuclear_RNA_export_factor_1
Ocbimv22031324m,AhpC/TSA_family|Redoxin|||Thioredoxin_nucleoredoxin
Ocbimv22011998m,Redoxin|AhpC/TSA_family|Thioredoxin|_nucleoredoxin-like_2
Ocbimv22009630m,Nuclear_transport_factor_2_(NTF2)_domain_NTF2-like_export_factor_1
Ocbimv22030721m,OAF_homolog_(Drosophila)
Ocbimv22012517m,Aminotransferase_class-III_ornithine_aminotransferase
Ocbimv22027507m,Ornithine_decarboxylase_antizyme_ornithine_decarboxylase_antizyme_2
Ocbimv22018107m,Telomere_regulation_protein_Stn1|OB-fold_nucleic_acid_binding_domain|Domain_of_unknown_function_(DUF1879)_oligonucleotide/oligosaccharide-binding_fold_containing_1
Ocbimv22007009m,
Ocbimv22029084m,Endonuclease/Exonuclease/phosphatase_family|RhoGAP_domain_oculocerebrorenal_syndrome_of_Lowe
Ocbimv22038560m,Pyridoxal-dependent_decarboxylase_pyridoxal_binding_domain|Pyridoxal-dependent_decarboxylase_C-terminal_sheet_domain_ornithine_decarboxylase_1
Ocbimv22007013m,outer_dense_fiber_of_sperm_tails_2
Ocbimv22001238m,Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)_outer_dense_fiber_of_sperm_
Ocbimv22026212m,Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)_outer_dense_fiber_of_sperm_t
Ocbimv22001235m,Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)_outer_dense_fiber_of_sperm_tails_3B
Ocbimv22030382m,Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)|Protein_of_unknown_function_(DUF1309)_outer_dense_fiber_of_sperm_tails_3-like_2
Ocbimv22020147m,
Ocbimv22031800m,LisH_oral-facial-digital_syndrome_1
Ocbimv22001705m,oral-facial-digital_syndrome_1
Ocbimv22026941m,Dehydrogenase_E1_component|Transketolase_pyrimidine_binding_domain_oxoglutarate_(alpha-ketoglutarate)_dehydrogenase_(lipoamide)
Ocbimv22020494m,Oxoglutarate_and_iron-dependent_oxygenase_degradation_C-term_2-oxoglutarate_and_iron-dependent_oxygenase_domain_containing_1
Ocbimv22030596m,2-oxoglutarate_and_iron-dependent_oxygenase_domain_containing_2
Ocbimv22008902m,Opioid_growth_factor_receptor_(OGFr)_conserved_region_opioid_growth_factor_receptor
Ocbimv22008900m,Opioid_growth_factor_receptor_(OGFr)_conserved_region_opioid_growth_factor_receptor-like_1
Ocbimv22000095m,Opioid_growth_factor_receptor_(OGFr)_conserved_region_opioid_growth_factor_receptor-like_1
Ocbimv22011594m,8-oxoguanine_DNA_glycosylase_N-terminal_domain|HhH-GPD_superfamily_base_excision_DNA_repair_protein_8-oxoguanine_DNA_glycosylase
Ocbimv22030663m,Tetratricopeptide_repeat|Tetratricopeptide_repeat||Tetratricopeptide_repeat|Tetratricopeptide_repeat|||||Tetratricopeptide_repeat|Tetratricopeptide_repeat||||Tetratricopeptide_repeat|||Tetratricopeptide_repeat|Tetratricopeptide_repeat|||Tetratricopeptide
Ocbimv22037226m,GTPase_of_unknown_function|Ferrous_iron_transport_protein_B|Protein_of_unknown_function_(DUF933)_Obg-like_ATPase_1
Ocbimv22029262m,Olfactomedin-like_domain_olfactomedin_3
Ocbimv22028936m,Olfactomedin-like_domain_olfactomedin-like_2B
Ocbimv22031721m,Peptidase_family_M48_OMA1_zinc_metallopeptidase_homolog_(S._cerevisiae)
Ocbimv22034216m,Homeobox_domain|Coprinus_cinereus_mating-type_protein_one_cut_homeobox_1
Ocbimv22034219m,CUT_domain_one_cut_homeobox_2
Ocbimv22016095m,optic_atrophy_1_(autosomal_dominant)
Ocbimv22031238m,GTPase_of_unknown_function|Dynamin_family_optic_atrophy_1_(autosomal_dominant)
Ocbimv22029588m,Optic_atrophy_3_protein_(OPA3)_optic_atrophy_3_(autosomal_recessive_with_chorea_and_spastic_paraplegia)
Ocbimv22011512m,Immunoglobulin_V-set_domain|Immunoglobulin_I-set_domain||Immunoglobulin_domain|Immunoglobulin_I-set_domain|||Immunoglobulin_domain||Immunoglobulin_I-set_domain_opioid_binding_protein/cell_adhesion_molecule-like
Ocbimv22001816m,Hydantoinase/oxoprolinase|Hydantoinase_B/oxoprolinase_5-oxoprolinase_(ATP-hydrolysing)
Ocbimv22038700m,Hydantoinase/oxoprolinase_N-terminal_region|Hydantoinase/oxoprolinase_5-oxoprolinase_(ATP-hydrolysing)
Ocbimv22014191m,7_transmembrane_receptor_(rhodopsin_family)|Serpentine_type_7TM_GPCR_chemoreceptor_Srsx|Mammalian_taste_receptor_protein_(TAS2R)_opsin_4
